MyUnknownColumn,Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race
499,33.0,Male,PhD,Data Scientist,8.0,190000.0,UK,Mixed
1750,55.0,Male,PhD,Software Engineer Manager,18.0,210000.0,USA,White
1980,32.0,Female,Master's Degree,Full Stack Engineer,6.0,115000.0,Canada,Asian
6552,41.0,Male,Bachelor's Degree,Content Marketing Manager,12.0,120000.0,USA,White
5659,24.0,Female,High School,Receptionist,0.0,25000.0,USA,Hispanic
2987,45.0,Male,Master's Degree,Senior Software Engineer,21.0,180367.0,UK,Asian
3293,24.0,Female,Bachelor's Degree,Software Developer,2.0,55000.0,UK,White
723,33.0,Female,Master's,Product Manager,11.0,198000.0,USA,Hispanic
2591,36.0,Male,Master's Degree,Full Stack Engineer,13.0,146351.0,China,Chinese
1027,24.0,Male,Bachelor's,Data Analyst,2.0,95000.0,UK,White
4868,32.0,Male,Bachelor's Degree,Junior Marketing Manager,6.0,72000.0,Canada,Asian
1297,27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0,UK,Mixed
1498,37.0,Male,Master's Degree,Senior Software Engineer,9.0,150000.0,China,Korean
2574,54.0,Male,Master's Degree,Senior Software Engineer,31.0,193746.0,Canada,Asian
1522,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0,Canada,Black
2006,30.0,Male,Bachelor's Degree,Back end Developer,5.0,100000.0,Canada,White
5141,29.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0,China,Korean
6067,27.0,Male,Bachelor's Degree,Software Engineer,3.0,80000.0,Canada,Black
3077,31.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,108267.0,Australia,Australian
3992,47.0,Male,PhD,Data Scientist,19.0,190000.0,Australia,White
3527,42.0,Male,Master's Degree,Web Developer,10.0,110000.0,UK,Mixed
5395,27.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0,UK,Asian
1304,62.0,Male,PhD,Software Engineer Manager,20.0,200000.0,Canada,Asian
108,41.0,Female,Master's,Senior Marketing Analyst,14.0,100000.0,USA,White
1353,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0,China,Korean
5987,28.0,Female,Bachelor's Degree,Marketing Analyst,3.0,60000.0,Canada,Asian
2766,37.0,Male,Bachelor's Degree,Data Analyst,11.0,160000.0,USA,Asian
3316,35.0,Female,Master's Degree,Data Analyst,9.0,120000.0,USA,White
6058,28.0,Female,Bachelor's Degree,Marketing Analyst,3.0,65000.0,USA,Asian
933,30.0,Female,PhD,Data Scientist,7.0,185000.0,USA,Asian
338,44.0,Female,PhD,Senior Business Analyst,15.0,150000.0,UK,White
5867,33.0,Female,Master's Degree,Marketing Manager,9.0,130000.0,USA,Asian
2517,54.0,Male,PhD,Software Engineer Manager,28.0,188484.0,China,White
4699,25.0,Male,High School,Junior Sales Associate,1.0,30000.0,UK,Mixed
3858,27.0,Male,Bachelor's Degree,Software Developer,3.0,60000.0,China,Chinese
939,33.0,Female,Master's,Product Manager,11.0,198000.0,Canada,White
5756,28.0,Female,Bachelor's Degree,Marketing Coordinator,3.0,60000.0,Australia,Asian
1582,32.0,Male,Master's Degree,Back end Developer,6.0,130000.0,Australia,Australian
2533,34.0,Male,Bachelor's Degree,Back end Developer,10.0,94502.0,UK,Welsh
389,34.0,Male,Bachelor's,Product Manager,9.0,185000.0,China,Chinese
6542,26.0,Male,High School,Sales Manager,2.0,40000.0,China,White
1860,49.0,Female,PhD,Senior Project Engineer,17.0,195000.0,USA,African American
3224,27.0,Female,Bachelor's Degree,Software Engineer,3.0,70000.0,UK,Asian
4317,35.0,Female,Bachelor's Degree,Human Resources Manager,8.0,92000.0,USA,Asian
3273,28.0,Male,Bachelor's Degree,Software Engineer,4.0,75000.0,UK,Asian
726,27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,USA,White
767,30.0,Female,PhD,Data Scientist,7.0,185000.0,China,Chinese
288,44.0,Male,Bachelor's,Senior Software Engineer,13.0,130000.0,Canada,White
3405,38.0,Male,Bachelor's Degree,Senior HR Generalist,8.0,95000.0,China,White
4224,23.0,Male,High School,Junior Sales Associate,1.0,26000.0,USA,Hispanic
309,47.0,Male,Master's,Director of Marketing,19.0,170000.0,UK,White
4439,32.0,Female,Master's Degree,Marketing Manager,6.0,77000.0,UK,White
3625,32.0,Female,Master's Degree,Senior Human Resources Manager,6.0,80000.0,Australia,Asian
6024,29.0,Male,Bachelor's Degree,Marketing Analyst,4.0,75000.0,Canada,Black
5388,38.0,Female,Master's Degree,Marketing Manager,14.0,170000.0,Australia,Australian
2289,23.0,Female,Bachelor's Degree,Software Engineer,1.0,50000.0,USA,White
4022,40.0,Male,PhD,Data Scientist,15.0,150000.0,UK,Mixed
6066,33.0,Female,Master's Degree,Marketing Manager,9.0,135000.0,Australia,White
2923,28.0,Male,Bachelor's Degree,Full Stack Engineer,4.0,77606.0,USA,White
1896,37.0,Male,Bachelor's Degree,Software Engineer Manager,10.0,150000.0,UK,Asian
1636,27.0,Female,Master's Degree,Back end Developer,2.0,70000.0,UK,Mixed
3098,45.0,Male,PhD,Software Engineer Manager,21.0,170226.0,UK,Welsh
4701,27.0,Male,Bachelor's Degree,Junior Data Analyst,2.0,50000.0,USA,African American
6619,26.0,Female,High School,Sales Executive,1.0,35000.0,Australia,Australian
185,43.0,Male,Bachelor's,Senior IT Project Manager,14.0,130000.0,China,Chinese
71,39.0,Female,Bachelor's,Recruiter,11.0,70000.0,USA,Asian
6359,31.0,Male,High School,Junior Sales Representative,3.0,40000.0,China,Chinese
713,29.0,Female,Master's,Data Scientist,6.0,180000.0,USA,Hispanic
423,28.0,Male,Master's,Product Manager,3.0,130000.0,UK,Mixed
1022,28.0,Female,Bachelor's,Software Engineer,5.0,150000.0,UK,Asian
3913,34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0,Canada,Black
2878,32.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,106218.0,Australia,Australian
6652,27.0,Male,High School,Sales Manager,2.0,40000.0,Canada,Black
739,28.0,Female,Bachelor's,Software Engineer,5.0,160000.0,Canada,Asian
2266,42.0,Male,Master's Degree,Product Manager,14.0,180000.0,China,White
1262,27.0,Female,Master's Degree,Full Stack Engineer,3.0,95000.0,USA,African American
1668,29.0,Female,Master's Degree,Back end Developer,3.0,90000.0,UK,Mixed
4505,38.0,Male,Bachelor's Degree,Operations Manager,11.0,119000.0,USA,Hispanic
5004,29.0,Male,Bachelor's Degree,Senior Product Marketing Manager,6.0,100000.0,Canada,Black
3987,42.0,Male,PhD,Data Scientist,14.0,140000.0,Australia,White
2908,54.0,Male,Bachelor's Degree,Senior Project Engineer,28.0,192292.0,USA,African American
6216,32.0,Female,PhD,Data Scientist,9.0,145000.0,China,White
6381,26.0,Male,High School,Sales Manager,2.0,40000.0,China,Korean
5685,28.0,Female,Bachelor's Degree,Marketing Analyst,3.0,60000.0,UK,Welsh
2490,30.0,Male,Master's Degree,Full Stack Engineer,6.0,105725.0,China,Chinese
1212,41.0,Male,Master's Degree,Senior Software Engineer,11.0,165000.0,Australia,Australian
1697,30.0,Male,Master's Degree,Full Stack Engineer,5.0,105000.0,USA,African American
5189,24.0,Female,High School,Sales Associate,0.0,25000.0,USA,Hispanic
1097,30.0,Male,Master's,Software Engineer,6.0,170000.0,Canada,Black
3495,36.0,Female,Master's Degree,Web Developer,7.0,85000.0,Australia,Asian
6254,24.0,Female,High School,Receptionist,0.0,25000.0,Australia,Asian
3937,44.0,Male,PhD,Data Scientist,15.0,150000.0,China,White
1632,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,China,White
4219,40.0,Female,Master's Degree,Marketing Coordinator,12.0,122000.0,UK,Mixed
3118,27.0,Male,Master's Degree,Back end Developer,5.0,87584.0,UK,White
4474,44.0,Female,PhD,Data Scientist,18.0,183000.0,Australia,Asian
1614,27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0,China,Chinese
980,31.0,Female,Master's,Data Scientist,6.0,170000.0,Canada,Black
2772,30.0,Female,Bachelor's Degree,Software Engineer,5.0,90000.0,China,Korean
4749,25.0,Male,High School,Junior Sales Associate,1.0,30000.0,Australia,White
4341,45.0,Male,PhD,Data Scientist,19.0,190000.0,USA,Hispanic
5704,26.0,Male,Bachelor's Degree,Product Designer,2.0,55000.0,Canada,Black
489,34.0,Male,Bachelor's,Product Manager,9.0,185000.0,Australia,Asian
4845,27.0,Female,Bachelor's Degree,Junior Software Engineer,2.0,48000.0,UK,Asian
5895,27.0,Male,Bachelor's Degree,Software Engineer,3.0,75000.0,Canada,Asian
346,35.0,Female,Bachelor's,Senior Marketing Analyst,8.0,85000.0,Canada,Asian
3802,41.0,Male,PhD,Data Scientist,13.0,140000.0,USA,Hispanic
6029,32.0,Female,PhD,Data Scientist,9.0,145000.0,USA,Hispanic
3343,34.0,Male,Master's Degree,Data Analyst,8.0,100000.0,USA,African American
913,30.0,Female,PhD,Data Scientist,7.0,185000.0,Canada,Asian
1043,26.0,Male,Bachelor's,Data Analyst,3.0,120000.0,China,Chinese
47,45.0,Female,Master's,Director of Marketing,16.0,180000.0,UK,Welsh
6296,35.0,Male,PhD,Marketing Manager,7.0,90000.0,UK,White
5802,34.0,Male,PhD,Research Director,11.0,160000.0,Australia,Australian
1352,27.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,USA,African American
445,29.0,Female,Bachelor's,Software Engineer,4.0,140000.0,USA,African American
2157,46.0,Male,PhD,Software Engineer Manager,16.0,185000.0,USA,Hispanic
1063,26.0,Male,Bachelor's,Data Analyst,3.0,120000.0,UK,Welsh
1453,58.0,Male,PhD,Software Engineer Manager,17.0,200000.0,Canada,Black
4519,26.0,Female,High School,Web Developer,1.0,35000.0,Canada,White
3130,26.0,Male,Bachelor's Degree,Back end Developer,2.0,63789.0,Canada,Black
1745,40.0,Female,PhD,Senior Software Engineer,12.0,160000.0,China,Korean
3710,39.0,Female,Master's Degree,Marketing Manager,10.0,110000.0,UK,Asian
6273,31.0,Female,High School,Financial Manager,4.0,60000.0,Australia,Australian
6244,32.0,Female,PhD,Data Scientist,9.0,145000.0,USA,Asian
1756,32.0,Male,Bachelor's Degree,Front end Developer,6.0,110000.0,Canada,Black
2864,31.0,Female,Bachelor's Degree,Senior Software Engineer,6.0,104378.0,UK,Welsh
1965,27.0,Male,Bachelor's Degree,Front end Developer,2.0,65000.0,China,White
4670,32.0,Female,Master's Degree,Senior Software Engineer,7.0,100000.0,China,Korean
2860,40.0,Male,Master's Degree,Software Engineer Manager,17.0,151670.0,Canada,Black
1057,24.0,Male,Bachelor's,Data Analyst,2.0,95000.0,Canada,White
850,24.0,Male,Bachelor's,Data Analyst,1.0,90000.0,China,Korean
4430,38.0,Male,Bachelor's Degree,Operations Manager,11.0,119000.0,UK,Welsh
4606,35.0,Male,PhD,Senior Human Resources Manager,10.0,110000.0,China,Chinese
5714,32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0,China,Korean
6171,38.0,Male,Master's Degree,Marketing Director,14.0,195000.0,UK,White
1296,42.0,Male,PhD,Senior Project Engineer,14.0,175000.0,China,Korean
1890,25.0,Female,Bachelor's Degree,Front end Developer,1.0,550.0,UK,Mixed
2671,44.0,Male,PhD,Director of Data Science,18.0,210000.0,USA,Hispanic
6342,26.0,Female,High School,Financial Manager,3.0,45000.0,USA,African American
6255,38.0,Male,Master's Degree,Marketing Director,14.0,195000.0,USA,Asian
4786,34.0,Male,Master's Degree,Senior Data Scientist,9.0,125000.0,Australia,Asian
4781,33.0,Female,Master's Degree,Senior Software Engineer,8.0,105000.0,UK,Mixed
3845,30.0,Male,Bachelor's Degree,Operations Manager,5.0,70000.0,Australia,Australian
1114,31.0,Male,Bachelor's,Software Engineer,9.0,180000.0,Australia,Asian
5322,28.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0,UK,Mixed
778,31.0,Male,Bachelor's,Data Analyst,9.0,195000.0,USA,Hispanic
6332,46.0,Female,Master's Degree,Marketing Manager,14.0,140000.0,China,Korean
184,36.0,Female,Bachelor's,Senior Marketing Specialist,8.0,85000.0,USA,African American
4042,49.0,Male,PhD,Data Scientist,22.0,220000.0,UK,Mixed
4578,42.0,Male,PhD,Director of HR,14.0,130000.0,China,Korean
4540,31.0,Male,PhD,Senior Human Resources Manager,7.0,90000.0,UK,Welsh
3472,27.0,Female,High School,Junior HR Generalist,1.0,32000.0,Canada,Asian
1515,31.0,Male,Master's Degree,Senior Project Engineer,7.0,135000.0,Australia,Asian
2151,50.0,Male,PhD,Senior Project Engineer,18.0,195000.0,UK,Asian
736,25.0,Female,Bachelor's,Data Analyst,2.0,110000.0,Australia,White
2760,27.0,Female,Bachelor's Degree,Software Engineer,3.0,70000.0,China,White
3930,39.0,Female,Master's Degree,Marketing Manager,11.0,120000.0,China,Korean
1170,26.0,Male,Bachelor's,Data Analyst,3.0,110000.0,Australia,White
2026,42.0,Male,Master's Degree,Software Engineer Manager,13.0,170000.0,Canada,Black
6484,23.0,Male,Bachelor's Degree,Sales Executive,1.0,35000.0,China,White
3908,28.0,Male,Bachelor's Degree,Software Developer,3.0,60000.0,Australia,Australian
2979,40.0,Male,Master's Degree,Software Engineer Manager,17.0,151670.0,USA,African American
4903,28.0,Female,Master's Degree,Marketing Manager,7.0,110000.0,UK,Welsh
2845,38.0,Male,Bachelor's Degree,Front end Developer,11.0,136662.0,Australia,Australian
3535,30.0,Male,Master's Degree,Web Developer,4.0,65000.0,Australia,White
6256,40.0,Female,Bachelor's Degree,Financial Manager,16.0,215000.0,China,White
487,27.0,Male,PhD,Data Scientist,2.0,115000.0,UK,Mixed
1881,31.0,Male,Bachelor's Degree,Full Stack Engineer,6.0,115000.0,Canada,White
454,34.0,Male,Bachelor's,Product Manager,9.0,185000.0,UK,Mixed
3521,24.0,Female,High School,Junior HR Generalist,1.0,32000.0,China,Korean
95,39.0,Female,Bachelor's,Training Specialist,12.0,65000.0,USA,African American
3541,35.0,Male,Bachelor's Degree,Web Developer,6.0,80000.0,Australia,Australian
5744,37.0,Male,Master's Degree,Marketing Director,14.0,190000.0,Australia,Australian
3662,42.0,Male,PhD,Data Scientist,13.0,140000.0,Australia,Asian
30,50.0,Male,Bachelor's,CEO,25.0,250000.0,Canada,Asian
1667,35.0,Male,Bachelor's Degree,Back end Developer,8.0,140000.0,Canada,Black
791,29.0,Female,Master's,Data Scientist,6.0,180000.0,USA,African American
4942,28.0,Female,Master's Degree,Marketing Manager,7.0,110000.0,UK,Welsh
3329,30.0,Female,Bachelor's Degree,Software Engineer,5.0,90000.0,Australia,White
2892,24.0,Male,Bachelor's Degree,Back end Developer,1.0,55935.0,USA,Asian
6566,41.0,Male,Bachelor's Degree,Content Marketing Manager,12.0,120000.0,Canada,Black
4566,34.0,Male,Master's Degree,Web Developer,8.0,90000.0,Australia,White
4828,32.0,Male,Bachelor's Degree,Junior Marketing Manager,6.0,72000.0,UK,White
1541,54.0,Male,PhD,Software Engineer Manager,16.0,190000.0,UK,Mixed
1111,25.0,Female,Bachelor's,Data Analyst,2.0,90000.0,UK,Asian
1819,45.0,Male,PhD,Software Engineer Manager,16.0,185000.0,USA,Asian
100,31.0,Female,Bachelor's,Event Coordinator,5.0,45000.0,Australia,Asian
4564,26.0,Male,Bachelor's Degree,Junior HR Coordinator,2.0,38000.0,USA,White
3403,45.0,Male,PhD,Senior Human Resources Manager,12.0,120000.0,USA,Asian
3950,33.0,Male,Bachelor's Degree,Operations Manager,7.0,85000.0,Canada,Asian
1445,32.0,Male,Master's Degree,Back end Developer,6.0,130000.0,China,Korean
2837,36.0,Male,Master's Degree,Full Stack Engineer,13.0,147326.0,UK,Asian
3429,28.0,Male,Master's Degree,Web Developer,3.0,55000.0,UK,White
4236,29.0,Female,Master's Degree,Human Resources Coordinator,3.0,49000.0,USA,Hispanic
6463,39.0,Female,Bachelor's Degree,Financial Manager,10.0,100000.0,Australia,Australian
1085,32.0,Male,Bachelor's,Software Engineer,8.0,180000.0,Australia,Australian
4769,39.0,Female,PhD,Senior Research Scientist,13.0,145000.0,Australia,White
863,30.0,Female,PhD,Data Scientist,7.0,185000.0,UK,White
3537,34.0,Male,Bachelor's Degree,Junior Web Developer,3.0,50000.0,USA,Asian
905,28.0,Female,Bachelor's,Software Engineer,5.0,160000.0,USA,Asian
4728,38.0,Female,PhD,Senior Research Scientist,12.0,140000.0,China,White
109,28.0,Male,Bachelor's,Customer Success Manager,2.0,40000.0,USA,Hispanic
6496,41.0,Male,Bachelor's Degree,Content Marketing Manager,12.0,120000.0,Canada,White
5755,36.0,Male,Bachelor's Degree,Financial Analyst,11.0,150000.0,China,Chinese
5623,37.0,Male,Master's Degree,Marketing Director,14.0,180000.0,USA,African American
2820,54.0,Male,Master's Degree,Senior Software Engineer,32.0,195270.0,China,White
3483,39.0,Male,Master's Degree,Senior HR Generalist,10.0,105000.0,Australia,White
1833,30.0,Male,Bachelor's Degree,Back end Developer,5.0,100000.0,Canada,Asian
2579,31.0,Female,Master's Degree,Senior Software Engineer,6.0,113563.0,UK,Mixed
6220,36.0,Female,PhD,Research Scientist,13.0,185000.0,Australia,White
6450,42.0,Female,Master's Degree,Digital Marketing Manager,14.0,140000.0,USA,Asian
2270,48.0,Male,PhD,Director of Data Science,18.0,210000.0,Australia,Asian
784,24.0,Male,Bachelor's,Data Analyst,1.0,90000.0,UK,White
6544,27.0,Male,PhD,Marketing Manager,4.0,55000.0,China,Korean
929,33.0,Female,Master's,Product Manager,11.0,198000.0,Canada,White
3004,40.0,Male,Master's Degree,Software Engineer Manager,17.0,151670.0,USA,African American
3596,30.0,Male,High School,Junior HR Coordinator,2.0,33000.0,Australia,Australian
4537,25.0,Female,High School,Juniour HR Coordinator,1.0,32000.0,China,White
6061,38.0,Male,Master's Degree,Marketing Director,14.0,195000.0,China,Chinese
1920,50.0,Male,PhD,Senior Project Engineer,19.0,200000.0,China,Korean
2577,50.0,Female,Bachelor's Degree,Senior Project Engineer,25.0,177177.0,Australia,White
1827,49.0,Female,PhD,Senior Project Engineer,17.0,195000.0,UK,Welsh
6290,28.0,Male,Master's Degree,Sales Representative,2.0,40000.0,USA,Asian
4457,45.0,Male,Master's Degree,Marketing Manager,20.0,204000.0,China,Chinese
1096,31.0,Male,Bachelor's,Product Manager,8.0,190000.0,China,Korean
1123,27.0,Male,Bachelor's,Software Engineer,5.0,150000.0,UK,Asian
5011,29.0,Female,Master's Degree,Content Marketing Manager,4.0,80000.0,UK,Welsh
2350,29.0,Male,Bachelor's Degree,Front End Developer,4.0,80000.0,Canada,Black
6135,32.0,Female,Bachelor's Degree,Marketing Manager,7.0,120000.0,Canada,White
1375,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,China,White
811,32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,China,White
4904,34.0,Male,PhD,Director of Marketing,12.0,170000.0,Canada,Asian
2997,32.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,106218.0,Canada,White
4061,28.0,Female,High School,Junior Sales Associate,1.0,25000.0,Australia,Asian
6483,35.0,Female,PhD,Marketing Manager,8.0,80000.0,Canada,Asian
1656,26.0,Female,Master's Degree,Front end Developer,1.0,55000.0,Canada,Asian
5484,31.0,Female,Master's Degree,Financial Manager,8.0,120000.0,USA,Asian
4452,30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,58000.0,USA,African American
6598,28.0,Male,PhD,Marketing Manager,4.0,55000.0,Canada,White
4698,38.0,Female,PhD,Senior Research Scientist,12.0,140000.0,Australia,White
5773,26.0,Male,Bachelor's Degree,Product Designer,1.0,50000.0,USA,White
2806,43.0,Male,Bachelor's Degree,Senior Project Engineer,20.0,142421.0,USA,White
5126,28.0,Male,Bachelor's Degree,Financial Analyst,4.0,80000.0,Canada,White
6307,45.0,Female,PhD,Financial Manager,12.0,120000.0,Australia,Australian
5535,34.0,Male,PhD,Research Director,11.0,170000.0,Canada,Black
1289,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,UK,Mixed
2643,54.0,Male,Bachelor's Degree,Senior Software Engineer,30.0,186321.0,UK,Welsh
2988,33.0,Female,Master's Degree,Full Stack Engineer,9.0,135596.0,UK,Welsh
6308,25.0,Male,Master's Degree,Digital Marketing Manager,3.0,50000.0,UK,White
3792,46.0,Male,PhD,Data Scientist,18.0,180000.0,Canada,White
4342,31.0,Male,Bachelor's Degree,Software Developer,6.0,85000.0,China,Chinese
4920,29.0,Male,Bachelor's Degree,Digital Marketing Manager,6.0,95000.0,USA,White
4164,23.0,Male,High School,Junior Sales Associate,1.0,26000.0,Australia,Asian
4652,29.0,Female,Bachelor's Degree,Junior Marketing Manager,3.0,55000.0,Canada,Black
5259,27.0,Female,Bachelor's Degree,Social Media Manager,3.0,55000.0,Canada,Black
3752,42.0,Male,PhD,Data Scientist,13.0,140000.0,USA,African American
2882,48.0,Female,Master's Degree,Senior Software Engineer,23.0,185038.0,USA,Hispanic
3389,33.0,Male,PhD,Director of HR,9.0,120000.0,Australia,Asian
2168,49.0,Male,PhD,Senior Project Engineer,17.0,195000.0,UK,Asian
87,40.0,Female,Bachelor's,HR Generalist,15.0,80000.0,USA,Hispanic
